Pretty Formula,A,B,C,D,sus_factor
Li7Sc3(ClO6)2,Sc1+,Cl1+,Li1+,O1-,2270.230949845102
Li7Sc3(ClO6)2,Sc1+,Cl7+,Li1+,O2-,2270.230949845102
Li7Sc3(ClO6)2,Sc3+,Cl4+,Li1+,O2-,2270.230949845102
Li7Sc3(GeO6)2,Sc3+,Ge2-,Li1+,O1-,2271.8188115943994
Li7Sc3(GeO6)2,Sc3+,Ge4+,Li1+,O2-,2271.8188115943994
Li7Sc3(GeO6)2,Sc1+,Ge1+,Li1+,O1-,2271.8188115943994
Li7Lu3(AgO6)2,Lu3+,Ag4+,Li1+,O2-,2271.9596232108447
Li7La3(CuO6)2,La3+,Cu4+,Li1+,O2-,2272.49804149912
Li7Hg2O15,O1-,Hg4+,Li1+,O1-,2272.853522539789
Li7La3(FeO6)2,La3+,Fe2-,Li1+,O1-,2273.4460621862127
Li7La3(FeO6)2,La3+,Fe4+,Li1+,O2-,2273.4460621862127
Li7Ho3(SnO6)2,Ho3+,Sn4+,Li1+,O2-,2275.7060069114964
Li7Sc3(GaO6)2,Sc1+,Ga1+,Li1+,O1-,2276.03170376565
Li7Sc3Mn2O12,Sc3+,Mn4+,Li1+,O2-,2276.302893195643
Li7Sc3Mn2O12,Sc1+,Mn7+,Li1+,O2-,2276.302893195643
Li7Sc3Mn2O12,Sc1+,Mn1+,Li1+,O1-,2276.302893195643
Li7Sc3Mn2O12,Sc3+,Mn2-,Li1+,O1-,2276.302893195643
Li7Ce3(CuO6)2,Ce3+,Cu4+,Li1+,O2-,2276.3115850642334
Sr3Li7Y2O12,Sr1+,Y1+,Li1+,O1-,2276.6220991806995
Li7Ce3(FeO6)2,Ce3+,Fe2-,Li1+,O1-,2277.331172023218
Li7Ce3(FeO6)2,Ce3+,Fe4+,Li1+,O2-,2277.331172023218
Li7Pr3(CuO6)2,Pr3+,Cu4+,Li1+,O2-,2278.7865746830935
Sr3Li7Zr2O12,Sr1+,Zr1+,Li1+,O1-,2278.807991627785
Li7Pr3(FeO6)2,Pr3+,Fe4+,Li1+,O2-,2279.852224424035
Li7Pr3(FeO6)2,Pr3+,Fe2-,Li1+,O1-,2279.852224424035
Li7Cd3(MoO6)2,Cd1+,Mo1+,Li1+,O1-,2280.6874378973016
Li7Co3(PO6)2,Co5+,P1+,Li1+,O2-,2281.017467141616
Li7Co3(PO6)2,Co3+,P4+,Li1+,O2-,2281.017467141616
Li7Co3(PO6)2,Co3+,P2-,Li1+,O1-,2281.017467141616
Li7Co3(PO6)2,Co1+,P1+,Li1+,O1-,2281.017467141616
Li7Er3(SnO6)2,Er3+,Sn4+,Li1+,O2-,2281.5834177743336
Li7Mn3(HgO6)2,Mn1+,Hg1+,Li1+,O1-,2281.7316096384893
Li7Mn3(HgO6)2,Mn3+,Hg4+,Li1+,O2-,2281.7316096384893
Li7Mn3(HgO6)2,Mn5+,Hg1+,Li1+,O2-,2281.7316096384893
Li7La3(NiO6)2,La3+,Ni4+,Li1+,O2-,2282.175868294827
Li7Mg3(ReO6)2,Mg1+,Re1+,Li1+,O1-,2282.352260242178
Li7Mg3(ReO6)2,Mg1+,Re7+,Li1+,O2-,2282.352260242178
Li7Sc3Zn2O12,Sc1+,Zn1+,Li1+,O1-,2282.4402014993175
Li7Sc3(NO6)2,Sc3+,N4+,Li1+,O2-,2282.6827328829677
Li7Sc3(NO6)2,Sc1+,N1+,Li1+,O1-,2282.6827328829677
Li7Sc3(NO6)2,Sc3+,N2-,Li1+,O1-,2282.6827328829677
Li7Tm3(SnO6)2,Tm3+,Sn4+,Li1+,O2-,2285.759949840904
Li7Ce3(NiO6)2,Ce3+,Ni4+,Li1+,O2-,2285.9918084538053
Li7Zn3(HgO6)2,Zn1+,Hg1+,Li1+,O1-,2287.089844374637
Li7Pr3(NiO6)2,Pr3+,Ni4+,Li1+,O2-,2288.4681177044063
Li7Nd3(CuO6)2,Nd3+,Cu4+,Li1+,O2-,2289.049770001867
Li7Nd3(FeO6)2,Nd3+,Fe4+,Li1+,O2-,2290.303209265579
Li7Nd3(FeO6)2,Nd3+,Fe2-,Li1+,O1-,2290.303209265579
Na3Li7(ReO6)2,Na1+,Re7+,Li1+,O2-,2292.664567841735
Na3Li7(ReO6)2,Na1+,Re1+,Li1+,O1-,2292.664567841735
Li7La3(SO6)2,La3+,S2-,Li1+,O1-,2295.470622005818
Li7La3(SO6)2,La3+,S4+,Li1+,O2-,2295.470622005818
Li7Yb3(SnO6)2,Yb3+,Sn4+,Li1+,O2-,2295.8182156246426
K2Li7Mg3O12,Mg1+,K1+,Li1+,O1-,2296.5396227744595
Li7Nd3(NiO6)2,Nd3+,Ni4+,Li1+,O2-,2298.7348054098393
Li7Ce3(SO6)2,Ce3+,S4+,Li1+,O2-,2299.5002605309537
Li7Ce3(SO6)2,Ce3+,S2-,Li1+,O1-,2299.5002605309537
Li7Y3(PO6)2,Y1+,P1+,Li1+,O1-,2300.345356118218
Li7Y3(PO6)2,Y3+,P2-,Li1+,O1-,2300.345356118218
Li7Y3(PO6)2,Y3+,P4+,Li1+,O2-,2300.345356118218
Li7Lu3(SnO6)2,Lu3+,Sn4+,Li1+,O2-,2300.453743780043
Li7Sc3(CO6)2,Sc3+,C2-,Li1+,O1-,2300.4975585886355
Li7Sc3(CO6)2,Sc1+,C1+,Li1+,O1-,2300.4975585886355
Li7Sc3(CO6)2,Sc3+,C4+,Li1+,O2-,2300.4975585886355
Li7Pr3(SO6)2,Pr3+,S2-,Li1+,O1-,2302.1137624062153
Li7Pr3(SO6)2,Pr3+,S4+,Li1+,O2-,2302.1137624062153
Li7Cd2(HgO4)3,Hg1+,Cd1+,Li1+,O1-,2303.1131444815164
Li7Zr3(PO6)2,Zr1+,P1+,Li1+,O1-,2303.9620442178793
Li7Zr3(PO6)2,Zr3+,P2-,Li1+,O1-,2303.9620442178793
Li7Zr3(PO6)2,Zr3+,P4+,Li1+,O2-,2303.9620442178793
Li7Sm3(CuO6)2,Sm3+,Cu4+,Li1+,O2-,2307.2288818174206
Li7Sm3(FeO6)2,Sm3+,Fe2-,Li1+,O1-,2308.8022179130435
Li7Sm3(FeO6)2,Sm3+,Fe4+,Li1+,O2-,2308.8022179130435
Li7Cr2(CoO4)3,Co5+,Cr1+,Li1+,O2-,2308.888198231977
Li7Cr2(CoO4)3,Co1+,Cr1+,Li1+,O1-,2308.888198231977
Li7Cr2(CoO4)3,Co1-,Cr4+,Li1+,O1-,2308.888198231977
Li7Cr2(CoO4)3,Co3+,Cr4+,Li1+,O2-,2308.888198231977
Li7La3(SiO6)2,La3+,Si4+,Li1+,O2-,2309.9220929858852
Li7La3(SiO6)2,La3+,Si2-,Li1+,O1-,2309.9220929858852
Li7Eu3(CuO6)2,Eu3+,Cu4+,Li1+,O2-,2311.8609632914904
Li7Hf5O12,Hf3+,Hf4+,Li1+,O2-,2312.76511879917
Li7Nd3(SO6)2,Nd3+,S2-,Li1+,O1-,2312.936800735739
Li7Nd3(SO6)2,Nd3+,S4+,Li1+,O2-,2312.936800735739
Li7Eu3(FeO6)2,Eu3+,Fe2-,Li1+,O1-,2313.5132098547597
Li7Eu3(FeO6)2,Eu3+,Fe4+,Li1+,O2-,2313.5132098547597
Li7Ce3(SiO6)2,Ce3+,Si4+,Li1+,O2-,2313.9232697084417
Li7Ce3(SiO6)2,Ce3+,Si2-,Li1+,O1-,2313.9232697084417
K2Na3Li7O12,Na1+,K1+,Li1+,O1-,2314.8211721543325
Li7In3(ReO6)2,In3+,Re4+,Li1+,O2-,2316.508534460051
Li7In3(ReO6)2,In1+,Re7+,Li1+,O2-,2316.508534460051
Li7In3(ReO6)2,In1+,Re1+,Li1+,O1-,2316.508534460051
Li7Pr3(SiO6)2,Pr3+,Si4+,Li1+,O2-,2316.518073105516
Li7Pr3(SiO6)2,Pr3+,Si2-,Li1+,O1-,2316.518073105516
Li7Sm3(NiO6)2,Sm3+,Ni4+,Li1+,O2-,2316.912276746482
Li7La3Ti2O12,La3+,Ti4+,Li1+,O2-,2317.379897680333
Li7La3(SeO6)2,La3+,Se4+,Li1+,O2-,2320.771652712843
Li7La3(SeO6)2,La3+,Se2-,Li1+,O1-,2320.771652712843
Li7Ce3Ti2O12,Ce3+,Ti4+,Li1+,O2-,2321.136074267262
Li7Eu3(NiO6)2,Eu3+,Ni4+,Li1+,O2-,2321.542341630352
Li7Hf3V2O12,Hf3+,V4+,Li1+,O2-,2322.14356269637
Li7Y3Cr2O12,Y3+,Cr4+,Li1+,O2-,2322.787049116086
Li7Y3Cr2O12,Y3+,Cr2-,Li1+,O1-,2322.787049116086
Li7Y3Cr2O12,Y1+,Cr1+,Li1+,O1-,2322.787049116086
Li7Pr3Ti2O12,Pr3+,Ti4+,Li1+,O2-,2323.5730615151374
Li7Ce3(SeO6)2,Ce3+,Se4+,Li1+,O2-,2324.227530439723
Li7Ce3(SeO6)2,Ce3+,Se2-,Li1+,O1-,2324.227530439723
Li7Ti3(ReO6)2,Ti3+,Re4+,Li1+,O2-,2324.6123288185436
Li7Ti3(ReO6)2,Ti1+,Re7+,Li1+,O2-,2324.6123288185436
Li7Ti3(ReO6)2,Ti1+,Re1+,Li1+,O1-,2324.6123288185436
Li7Zr3Cr2O12,Zr1+,Cr1+,Li1+,O1-,2325.905338345378
Li7Zr3Cr2O12,Zr3+,Cr2-,Li1+,O1-,2325.905338345378
Li7Zr3Cr2O12,Zr3+,Cr4+,Li1+,O2-,2325.905338345378
Li7Pr3(SeO6)2,Pr3+,Se4+,Li1+,O2-,2326.4710396783335
Li7Pr3(SeO6)2,Pr3+,Se2-,Li1+,O1-,2326.4710396783335
Li7Gd3(CuO6)2,Gd3+,Cu4+,Li1+,O2-,2326.7501511159226
Li7Gd3(CuO6)2,Gd1+,Cu1+,Li1+,O1-,2326.7501511159226
Li7Nd3(SiO6)2,Nd3+,Si4+,Li1+,O2-,2327.2616757654255
Li7Nd3(SiO6)2,Nd3+,Si2-,Li1+,O1-,2327.2616757654255
Li7La3(GeO6)2,La3+,Ge2-,Li1+,O1-,2327.3985046230064
Li7La3(GeO6)2,La3+,Ge4+,Li1+,O2-,2327.3985046230064
Li7Gd3(FeO6)2,Gd3+,Fe4+,Li1+,O2-,2328.6488989706313
Li7Gd3(FeO6)2,Gd3+,Fe2-,Li1+,O1-,2328.6488989706313
Li7Gd3(FeO6)2,Gd1+,Fe1+,Li1+,O1-,2328.6488989706313
Li7Hf2V3O12,V1-,Hf4+,Li1+,O1-,2329.223972303259
Li7Hf2V3O12,V3+,Hf4+,Li1+,O2-,2329.223972303259
Li7Sc2(CoO4)3,Co1+,Sc1+,Li1+,O1-,2330.069724310953
Li7Sc2(CoO4)3,Co5+,Sc1+,Li1+,O2-,2330.069724310953
Li7Ce3(GeO6)2,Ce3+,Ge4+,Li1+,O2-,2330.8787138998164
Li7Ce3(GeO6)2,Ce3+,Ge2-,Li1+,O1-,2330.8787138998164
Li7Ca3(ReO6)2,Ca1+,Re7+,Li1+,O2-,2331.3068598871996
Li7Ca3(ReO6)2,Ca1+,Re1+,Li1+,O1-,2331.3068598871996
Li7Tb3(CuO6)2,Tb3+,Cu4+,Li1+,O2-,2331.352439348386
Li7Tb3(CuO6)2,Tb1+,Cu1+,Li1+,O1-,2331.352439348386
Li7Sm3(SO6)2,Sm3+,S2-,Li1+,O1-,2332.050260535403
Li7Sm3(SO6)2,Sm3+,S4+,Li1+,O2-,2332.050260535403
Li7La3(ClO6)2,La3+,Cl4+,Li1+,O2-,2332.1017811797083
Li7Ag2(HgO4)3,Hg1+,Ag1+,Li1+,O1-,2332.1160034031254
Li7La3O14,La3+,O2-,Li1+,O1-,2332.647194123747
Li7La3Mn2O12,La3+,Mn2-,Li1+,O1-,2332.800119347375
Li7La3Mn2O12,La3+,Mn4+,Li1+,O2-,2332.800119347375
Li7Pr3(GeO6)2,Pr3+,Ge4+,Li1+,O2-,2333.137758627673
Li7Pr3(GeO6)2,Pr3+,Ge2-,Li1+,O1-,2333.137758627673
Li7Tb3(FeO6)2,Tb3+,Fe2-,Li1+,O1-,2333.325177371071
Li7Tb3(FeO6)2,Tb1+,Fe1+,Li1+,O1-,2333.325177371071
Li7Tb3(FeO6)2,Tb3+,Fe4+,Li1+,O2-,2333.325177371071
Li7Nd3Ti2O12,Nd3+,Ti4+,Li1+,O2-,2333.6721974597413
Li7Nd3(SeO6)2,Nd3+,Se2-,Li1+,O1-,2335.7797604453567
Li7Nd3(SeO6)2,Nd3+,Se4+,Li1+,O2-,2335.7797604453567
Li7Ce3(ClO6)2,Ce3+,Cl4+,Li1+,O2-,2335.9123341939107
Li7Ce3Mn2O12,Ce3+,Mn4+,Li1+,O2-,2336.4147293029364
Li7Ce3Mn2O12,Ce3+,Mn2-,Li1+,O1-,2336.4147293029364
Li7Gd3(NiO6)2,Gd1+,Ni1+,Li1+,O1-,2336.4206525457007
Li7Gd3(NiO6)2,Gd3+,Ni4+,Li1+,O2-,2336.4206525457007
Li7Ce3O14,Ce3+,O2-,Li1+,O1-,2336.6688477538605
Li7Eu3(SO6)2,Eu3+,S2-,Li1+,O1-,2336.908747783663
Li7Eu3(SO6)2,Eu3+,S4+,Li1+,O2-,2336.908747783663
Li7Pr3(ClO6)2,Pr3+,Cl4+,Li1+,O2-,2338.3839337245704
Li7Pr3Mn2O12,Pr3+,Mn2-,Li1+,O1-,2338.7602110269854
Li7Pr3Mn2O12,Pr3+,Mn4+,Li1+,O2-,2338.7602110269854
Li7Pr3O14,Pr3+,O2-,Li1+,O1-,2339.2761672974843
K2Li7In3O12,In1+,K1+,Li1+,O1-,2340.0394794930994
Li7Dy3(CuO6)2,Dy3+,Cu4+,Li1+,O2-,2340.9913657115444
Li7Tb3(NiO6)2,Tb1+,Ni1+,Li1+,O1-,2341.018222801962
Li7Tb3(NiO6)2,Tb3+,Ni4+,Li1+,O2-,2341.018222801962
Li7Y3Sc2O12,Y1+,Sc1+,Li1+,O1-,2341.1071009434963
Li7Ag3(MoO6)2,Ag3+,Mo2-,Li1+,O1-,2341.16596416919
Li7Ag3(MoO6)2,Ag3+,Mo4+,Li1+,O2-,2341.16596416919
Li7Ag3(MoO6)2,Ag1+,Mo1+,Li1+,O1-,2341.16596416919
Li7Nd3(GeO6)2,Nd3+,Ge4+,Li1+,O2-,2342.508751068
Li7Nd3(GeO6)2,Nd3+,Ge2-,Li1+,O1-,2342.508751068
Li7Dy3(FeO6)2,Dy3+,Fe2-,Li1+,O1-,2343.115696706407
Li7Dy3(FeO6)2,Dy3+,Fe4+,Li1+,O2-,2343.115696706407
Li7La3(NO6)2,La3+,N4+,Li1+,O2-,2343.3049056469526
Li7La3(NO6)2,La3+,N2-,Li1+,O1-,2343.3049056469526
Li7Zr3Sc2O12,Zr1+,Sc1+,Li1+,O1-,2344.0871839050014
Li7Sm3(SiO6)2,Sm3+,Si4+,Li1+,O2-,2346.22698075554
Li7Sm3(SiO6)2,Sm3+,Si2-,Li1+,O1-,2346.22698075554
Li7Mn3(ReO6)2,Mn3+,Re4+,Li1+,O2-,2347.2291305436474
Li7Mn3(ReO6)2,Mn1+,Re1+,Li1+,O1-,2347.2291305436474
Li7Mn3(ReO6)2,Mn1+,Re7+,Li1+,O2-,2347.2291305436474
Li7Mn3(ReO6)2,Mn5+,Re1+,Li1+,O2-,2347.2291305436474
Li7Ce3(NO6)2,Ce3+,N2-,Li1+,O1-,2347.2936442181135
Li7Ce3(NO6)2,Ce3+,N4+,Li1+,O2-,2347.2936442181135
Li7Ho3(CuO6)2,Ho3+,Cu4+,Li1+,O2-,2347.4077605391335
Li7Gd3Mg2O12,Gd1+,Mg1+,Li1+,O1-,2348.1381838615875
Li7Nd3Mn2O12,Nd3+,Mn4+,Li1+,O2-,2348.4830094832764
Li7Nd3Mn2O12,Nd3+,Mn2-,Li1+,O1-,2348.4830094832764
Li7Nd3(ClO6)2,Nd3+,Cl4+,Li1+,O2-,2348.620916787398
Li7Re2O15,O1-,Re4+,Li1+,O1-,2349.539933917506
Li7Ho3(FeO6)2,Ho3+,Fe2-,Li1+,O1-,2349.6304751503303
Li7Ho3(FeO6)2,Ho3+,Fe4+,Li1+,O2-,2349.6304751503303
Li7Pr3(NO6)2,Pr3+,N4+,Li1+,O2-,2349.8794943529097
Li7Pr3(NO6)2,Pr3+,N2-,Li1+,O1-,2349.8794943529097
Li7Nd3O14,Nd3+,O2-,Li1+,O1-,2350.065205869918
Li7Zn3(ReO6)2,Zn1+,Re1+,Li1+,O1-,2350.2353127848414
Li7Zn3(ReO6)2,Zn1+,Re7+,Li1+,O2-,2350.2353127848414
Li7Cr3(BO6)2,Cr5+,B1+,Li1+,O2-,2350.265656695364
Li7Cr3(BO6)2,Cr1+,B1+,Li1+,O1-,2350.265656695364
Li7Dy3(NiO6)2,Dy3+,Ni4+,Li1+,O2-,2350.6451940265883
Li7Eu3(SiO6)2,Eu3+,Si2-,Li1+,O1-,2351.0462067796307
Li7Eu3(SiO6)2,Eu3+,Si4+,Li1+,O2-,2351.0462067796307
Li7Sm3Ti2O12,Sm3+,Ti4+,Li1+,O2-,2351.5351530581015
Li7Sm3(SeO6)2,Sm3+,Se2-,Li1+,O1-,2352.289684853619
Li7Sm3(SeO6)2,Sm3+,Se4+,Li1+,O2-,2352.289684853619
Li7Gd3(SO6)2,Gd3+,S4+,Li1+,O2-,2352.4937157081413
Li7Gd3(SO6)2,Gd1+,S1+,Li1+,O1-,2352.4937157081413
Li7Gd3(SO6)2,Gd3+,S2-,Li1+,O1-,2352.4937157081413
Li7Cd3(IO6)2,Cd1+,I7+,Li1+,O2-,2352.9298452443054
Li7Cd3(IO6)2,Cd1+,I1+,Li1+,O1-,2352.9298452443054
Li7Tb3Mg2O12,Tb1+,Mg1+,Li1+,O1-,2353.0716872038092
Li7Er3(CuO6)2,Er3+,Cu4+,Li1+,O2-,2353.4548555360593
Li7La3(CO6)2,La3+,C2-,Li1+,O1-,2354.1052623019677
Li7La3(CO6)2,La3+,C4+,Li1+,O2-,2354.1052623019677
Li7V5O12,V1+,V1+,Li1+,O1-,2354.3250553769503
Li7V5O12,V5+,V1+,Li1+,O2-,2354.3250553769503
Li7V5O12,V3+,V4+,Li1+,O2-,2354.3250553769503
Na2Li7Gd3O12,Gd1+,Na1+,Li1+,O1-,2354.549098222304
Li7Er3(FeO6)2,Er3+,Fe2-,Li1+,O1-,2355.76844266614
Li7Er3(FeO6)2,Er3+,Fe4+,Li1+,O2-,2355.76844266614
Rb2Li7Cd3O12,Cd1+,Rb1+,Li1+,O1-,2356.0361531323474
Li7Eu3Ti2O12,Eu3+,Ti4+,Li1+,O2-,2356.0814626704323
Li7Eu3(SeO6)2,Eu3+,Se2-,Li1+,O1-,2356.5008465671135
Li7Eu3(SeO6)2,Eu3+,Se4+,Li1+,O2-,2356.5008465671135
Li7Ho3(NiO6)2,Ho3+,Ni4+,Li1+,O2-,2357.052074683454
Li7Tb3(SO6)2,Tb1+,S1+,Li1+,O1-,2357.301229446445
Li7Tb3(SO6)2,Tb3+,S2-,Li1+,O1-,2357.301229446445
Li7Tb3(SO6)2,Tb3+,S4+,Li1+,O2-,2357.301229446445
Li7Tm3(CuO6)2,Tm3+,Cu4+,Li1+,O2-,2357.745272208817
Li7Ce3(CO6)2,Ce3+,C4+,Li1+,O2-,2358.059984594478
Li7Ce3(CO6)2,Ce3+,C2-,Li1+,O1-,2358.059984594478
Li7Gd3In2O12,Gd1+,In1+,Li1+,O1-,2358.6406215597212
Li7Sm3(GeO6)2,Sm3+,Ge2-,Li1+,O1-,2359.120452868892
Li7Sm3(GeO6)2,Sm3+,Ge4+,Li1+,O2-,2359.120452868892
Na2Li7Tb3O12,Tb1+,Na1+,Li1+,O1-,2359.4573909086266
Li7Ce2(CoO4)3,Co3+,Ce4+,Li1+,O2-,2359.6803534105165
Li7Ce2(CoO4)3,Co1-,Ce4+,Li1+,O1-,2359.6803534105165
Li7Tm3(FeO6)2,Tm3+,Fe2-,Li1+,O1-,2360.1222460369263
Li7Tm3(FeO6)2,Tm3+,Fe4+,Li1+,O2-,2360.1222460369263
Li7Nd3(NO6)2,Nd3+,N4+,Li1+,O2-,2360.57860671717
Li7Nd3(NO6)2,Nd3+,N2-,Li1+,O1-,2360.57860671717
Li7Pr3(CO6)2,Pr3+,C4+,Li1+,O2-,2360.623651882449
Li7Pr3(CO6)2,Pr3+,C2-,Li1+,O1-,2360.623651882449
Li7Pr2(CoO4)3,Co3+,Pr4+,Li1+,O2-,2361.356779335358
Li7Pr2(CoO4)3,Co1-,Pr4+,Li1+,O1-,2361.356779335358
Li7Tb3In2O12,Tb1+,In1+,Li1+,O1-,2362.5753009384403
Li7Er3(NiO6)2,Er3+,Ni4+,Li1+,O2-,2363.089065158496
Li7Eu3(GeO6)2,Eu3+,Ge4+,Li1+,O2-,2363.355801555755
Li7Eu3(GeO6)2,Eu3+,Ge2-,Li1+,O1-,2363.355801555755
K2Li7Ti3O12,Ti1+,K1+,Li1+,O1-,2363.521486993093
Li7Ce2Y3O12,Y3+,Ce4+,Li1+,O2-,2364.6694945401086
Li7Sm3Mn2O12,Sm3+,Mn4+,Li1+,O2-,2365.6916498149576
Li7Sm3Mn2O12,Sm3+,Mn2-,Li1+,O1-,2365.6916498149576
Li5GdO6,Li1+,Gd1+,Li1+,O1-,2365.7957558115713
Sr2Li7V3O12,V5+,Sr1+,Li1+,O2-,2365.9519668094804
Sr2Li7V3O12,V1+,Sr1+,Li1+,O1-,2365.9519668094804
Li7Pr2Y3O12,Y3+,Pr4+,Li1+,O2-,2366.1448843837443
Li7Gd3(SiO6)2,Gd1+,Si1+,Li1+,O1-,2366.5008546510294
Li7Gd3(SiO6)2,Gd3+,Si2-,Li1+,O1-,2366.5008546510294
Li7Gd3(SiO6)2,Gd3+,Si4+,Li1+,O2-,2366.5008546510294
Li7Sm3(ClO6)2,Sm3+,Cl4+,Li1+,O2-,2366.7056665798546
Li7Ce2Zr3O12,Zr3+,Ce4+,Li1+,O2-,2366.729441179292
Li7Dy3(SO6)2,Dy3+,S2-,Li1+,O1-,2367.3549607692307
Li7Dy3(SO6)2,Dy3+,S4+,Li1+,O2-,2367.3549607692307
Li7Tm3(NiO6)2,Tm3+,Ni4+,Li1+,O2-,2367.3716431839284
Li7Yb3(CuO6)2,Yb3+,Cu4+,Li1+,O2-,2368.055049674568
Li7Pr2Zr3O12,Zr3+,Pr4+,Li1+,O2-,2368.18784496935
Li7Nd2(CoO4)3,Co1-,Nd4+,Li1+,O1-,2368.3351694180883
Li7Nd2(CoO4)3,Co3+,Nd4+,Li1+,O2-,2368.3351694180883
Li7Sm3O14,Sm3+,O2-,Li1+,O1-,2369.08564342357
Li5TbO6,Li1+,Tb1+,Li1+,O1-,2370.042770565909
Li7Gd3(SeO6)2,Gd3+,Se4+,Li1+,O2-,2370.049151404574
Li7Gd3(SeO6)2,Gd3+,Se2-,Li1+,O1-,2370.049151404574
Li7Gd3(SeO6)2,Gd1+,Se1+,Li1+,O1-,2370.049151404574
Li7Eu3Mn2O12,Eu3+,Mn4+,Li1+,O2-,2370.073743232589
Li7Eu3Mn2O12,Eu3+,Mn2-,Li1+,O1-,2370.073743232589
Li7Gd3Al2O12,Gd1+,Al1+,Li1+,O1-,2370.438159150359
Li7Yb3(FeO6)2,Yb3+,Fe4+,Li1+,O2-,2370.5806517358824
Li7Yb3(FeO6)2,Yb3+,Fe2-,Li1+,O1-,2370.5806517358824
Li7Gd3Ti2O12,Gd3+,Ti4+,Li1+,O2-,2370.6806319006
Li7Gd3Ti2O12,Gd1+,Ti1+,Li1+,O1-,2370.6806319006
Sr3Li7V2O12,Sr1+,V1+,Li1+,O1-,2370.7086533003553
Li7Nd3(CO6)2,Nd3+,C4+,Li1+,O2-,2371.2298903585
Li7Nd3(CO6)2,Nd3+,C2-,Li1+,O1-,2371.2298903585
Li7Tb3(SiO6)2,Tb1+,Si1+,Li1+,O1-,2371.266821571869
Li7Tb3(SiO6)2,Tb3+,Si2-,Li1+,O1-,2371.266821571869
Li7Tb3(SiO6)2,Tb3+,Si4+,Li1+,O2-,2371.266821571869
Li7Eu3(ClO6)2,Eu3+,Cl4+,Li1+,O2-,2371.3039392069977
Li7Nd2Y3O12,Y3+,Nd4+,Li1+,O2-,2372.2946384707307
Li7Lu3(CuO6)2,Lu3+,Cu4+,Li1+,O2-,2372.7956980091712
Li7Eu3O14,Eu3+,O2-,Li1+,O1-,2373.913785951005
Li7Ho3(SO6)2,Ho3+,S4+,Li1+,O2-,2374.0362373138955
Li7Ho3(SO6)2,Ho3+,S2-,Li1+,O1-,2374.0362373138955
Li7Tb3(SeO6)2,Tb3+,Se4+,Li1+,O2-,2374.2407093717943
Li7Tb3(SeO6)2,Tb3+,Se2-,Li1+,O1-,2374.2407093717943
Li7Tb3(SeO6)2,Tb1+,Se1+,Li1+,O1-,2374.2407093717943
Li7Nd2Zr3O12,Zr3+,Nd4+,Li1+,O2-,2374.2673492324625
Li7Tb3Ti2O12,Tb3+,Ti4+,Li1+,O2-,2375.1888613540063
Li7Tb3Ti2O12,Tb1+,Ti1+,Li1+,O1-,2375.1888613540063
Li7Tb3Al2O12,Tb1+,Al1+,Li1+,O1-,2375.1921126200523
Li7Lu3(FeO6)2,Lu3+,Fe2-,Li1+,O1-,2375.3878948090833
Li7Lu3(FeO6)2,Lu3+,Fe4+,Li1+,O2-,2375.3878948090833
Li7Ca2Gd3O12,Gd1+,Ca1+,Li1+,O1-,2375.715501779338
K2Li7Ca3O12,Ca1+,K1+,Li1+,O1-,2376.7735798514113
Li7Gd3(GeO6)2,Gd3+,Ge4+,Li1+,O2-,2376.9770354769735
Li7Gd3(GeO6)2,Gd3+,Ge2-,Li1+,O1-,2376.9770354769735
Li7Gd3(GeO6)2,Gd1+,Ge1+,Li1+,O1-,2376.9770354769735
Li7Yb3(NiO6)2,Yb3+,Ni4+,Li1+,O2-,2377.6603131321353
Sr5Li7O12,Sr1+,Sr1+,Li1+,O1-,2378.6796070842242
Li7Sm3(NO6)2,Sm3+,N2-,Li1+,O1-,2379.4362496755475
Li7Sm3(NO6)2,Sm3+,N4+,Li1+,O2-,2379.4362496755475
Li7Gd3(GaO6)2,Gd1+,Ga1+,Li1+,O1-,2380.2439562147692
Li7Ca2Tb3O12,Tb1+,Ca1+,Li1+,O1-,2380.280061042353
Li7Er3(SO6)2,Er3+,S2-,Li1+,O1-,2380.324761669999
Li7Er3(SO6)2,Er3+,S4+,Li1+,O2-,2380.324761669999
Li7Tb3(GeO6)2,Tb3+,Ge4+,Li1+,O2-,2381.1896468249033
Li7Tb3(GeO6)2,Tb1+,Ge1+,Li1+,O1-,2381.1896468249033
Li7Tb3(GeO6)2,Tb3+,Ge2-,Li1+,O1-,2381.1896468249033
Li7Dy3(SiO6)2,Dy3+,Si2-,Li1+,O1-,2381.2316162125685
Li7Dy3(SiO6)2,Dy3+,Si4+,Li1+,O2-,2381.2316162125685
Li7Lu3(NiO6)2,Lu3+,Ni4+,Li1+,O2-,2382.390179456127
Li7Dy3(SeO6)2,Dy3+,Se2-,Li1+,O1-,2383.0251428950664
Li7Dy3(SeO6)2,Dy3+,Se4+,Li1+,O2-,2383.0251428950664
Li7Gd3Mn2O12,Gd1+,Mn1+,Li1+,O1-,2384.151933039546
Li7Gd3Mn2O12,Gd1+,Mn7+,Li1+,O2-,2384.151933039546
Li7Gd3Mn2O12,Gd3+,Mn2-,Li1+,O1-,2384.151933039546
Li7Gd3Mn2O12,Gd3+,Mn4+,Li1+,O2-,2384.151933039546
Li7Eu3(NO6)2,Eu3+,N4+,Li1+,O2-,2384.2222035729646
Li7Eu3(NO6)2,Eu3+,N2-,Li1+,O1-,2384.2222035729646
